a,b,op,c,d,real,imaginary
42,96,1,76,64,-34,32
1,15,0,12,88,13,103
23,81,3,91,38,0.53172236503856,0.668071979434447
51,1,0,78,63,129,64
63,43,3,48,9,1.43018867924528,0.627672955974843
9,80,3,43,86,0.786046511627907,0.288372093023256
99,54,0,30,84,129,138
9,17,2,28,30,-258,746
52,74,0,55,56,107,130
31,27,0,20,75,51,102
46,66,1,64,77,-18,-11
49,13,1,58,29,-9,-16
42,6,1,12,63,30,-57
20,85,2,20,10,-450,1900
69,25,0,48,16,117,41
11,17,3,75,16,0.186532902567591,0.186872980785581
99,72,3,79,74,1.12221558419391,-0.139796876333532
34,87,0,31,3,65,90
94,29,3,57,30,1.50108459869848,-0.281272595806218
92,10,2,24,22,1988,2264
13,27,2,70,43,-251,2449
42,70,1,59,73,-17,-3
1,3,0,29,35,30,38
44,58,3,30,2,1.58849557522124,1.82743362831858
51,64,0,1,89,52,153
24,26,3,60,68,0.390077821011673,-0.00875486381322957
20,28,3,99,5,0.215754121717891,0.271931610014248
4,56,1,75,90,-71,-34
1,13,1,92,25,-91,-12
99,31,0,64,23,163,54
1,75,3,28,81,0.830905377808033,0.274880871341048
45,12,0,25,82,70,94
80,54,0,34,91,114,145
27,3,1,78,87,-51,-84
71,90,3,9,5,10.2735849056604,4.29245283018868
57,76,0,6,94,63,170
43,22,1,27,38,16,-16
61,38,1,93,82,-32,-44
49,36,2,15,80,-2145,4460
83,96,1,55,77,28,19
24,11,2,67,32,1256,1505
21,2,2,8,31,106,667
13,17,0,10,47,23,64
43,0,0,10,58,53,58
94,78,1,24,30,70,48
78,65,3,40,28,2.07214765100671,0.174496644295302
89,97,2,15,22,-799,3413
25,49,0,51,82,76,131
79,89,0,26,20,105,109
54,28,1,33,32,21,-4
70,24,2,72,92,2832,8168
96,11,1,13,82,83,-71
27,69,0,19,90,46,159
20,2,0,75,82,95,84
16,7,1,43,12,-27,-5
90,5,0,54,83,144,88
44,55,0,10,27,54,82
95,95,1,8,90,87,5
51,15,3,81,63,0.482051282051282,-0.18974358974359
20,13,1,89,55,-69,-42
21,37,1,98,88,-77,-51
16,12,0,85,17,101,29
96,69,2,26,89,-3645,10338
63,71,1,78,86,-15,-15
37,45,2,68,34,986,4318
23,69,0,38,38,61,107
20,83,2,26,18,-974,2518
93,14,3,67,46,1.04087812263437,-0.505677517032551
25,10,3,68,76,0.236538461538461,-0.117307692307692
1,17,1,61,7,-60,10
19,4,2,1,94,-357,1790
8,23,3,25,66,0.344910660509938,0.0094358562537643
38,68,2,82,93,-3208,9110
2,92,3,34,71,1.06503146683879,0.481846054542521
68,54,3,14,46,1.48615916955017,-1.02595155709343
52,91,3,6,11,8.36305732484076,-0.165605095541401
36,54,0,41,82,77,136
9,68,0,84,78,93,146
74,5,1,24,60,50,-55
36,15,3,70,73,0.353406980154463,-0.15426727930394
64,7,1,64,84,0,-77
61,16,0,53,89,114,105
56,19,3,4,3,11.24,-3.68
31,77,0,15,22,46,99
87,96,2,40,74,-3624,10278
12,62,0,47,67,59,129
70,80,2,55,84,-2870,10280
39,44,1,23,51,16,-7
1,96,0,36,85,37,181
96,62,2,44,14,3356,4072
46,10,0,3,45,49,55
12,90,3,80,27,0.475522513676532,0.96451115163417
84,72,0,70,78,154,150
41,69,0,56,55,97,124
8,89,2,72,83,-6811,7072
83,6,2,35,34,2701,3032
64,4,0,37,27,101,31
47,2,1,15,76,32,-74
68,36,0,22,3,90,39
11,54,3,57,92,0.477674378895245,0.176385213011184
69,48,2,58,65,882,7269
27,29,3,54,64,0.472618368511124,-0.0231032515687393
47,98,0,24,93,71,191
63,65,1,4,66,59,-1
42,17,3,88,64,0.404054054054054,-0.100675675675676
24,99,2,81,15,459,8379
98,2,0,78,46,176,48
99,91,0,51,84,150,175
70,70,0,4,66,74,136
11,48,1,62,63,-51,-15
27,6,1,79,30,-52,-24
98,55,0,82,54,180,109
62,17,1,63,80,-1,-63
67,62,2,19,13,467,2049
7,68,0,60,57,67,125
34,73,3,60,48,0.939024390243902,0.465447154471545
61,60,2,63,74,-597,8294
55,83,2,11,80,-6035,5313
19,77,1,0,15,19,62
52,87,1,44,80,8,7
10,23,1,68,81,-58,-58
72,95,2,96,87,-1353,15384
28,30,0,82,24,110,54
35,60,1,6,13,29,47
87,68,3,57,70,1.1926616762793,-0.271689777886857
15,26,0,9,73,24,99
40,9,1,7,51,33,-42
21,21,2,42,68,-546,2310
6,91,3,57,78,0.797171327547412,0.505625200900032
88,14,3,57,83,0.60939041231012,-0.641743933714737
60,85,1,70,73,-10,12
65,19,0,29,57,94,76
61,5,1,69,28,-8,-23
48,66,1,37,7,11,59
98,54,1,84,32,14,22
24,70,1,46,74,-22,-4
47,38,1,70,21,-23,17
10,87,3,81,72,0.602298850574713,0.538697318007663
5,10,1,0,25,5,-15
58,89,2,58,92,-4824,10498
29,55,1,84,25,-55,30
5,6,3,71,20,0.0873001286528212,0.0599154567175152
48,38,1,72,8,-24,30
57,53,3,5,68,0.836523983652398,-0.776726177672618
9,7,2,54,55,101,873
86,57,2,6,74,-3702,6706
90,10,1,89,73,1,-63
79,12,2,74,81,4874,7287
21,73,2,94,18,660,7240
43,50,0,3,97,46,147
63,11,0,8,57,71,68
25,93,3,11,55,1.71328671328671,-0.111888111888112
33,38,2,10,21,-468,1073
7,8,1,69,87,-62,-79
91,37,0,82,16,173,53
84,54,0,23,56,107,110
78,18,0,36,17,114,35
97,38,2,71,7,6621,3377
27,11,1,82,12,-55,-1
30,12,2,22,68,-156,2304
1,47,2,26,74,-3452,1296
39,15,0,21,55,60,70
80,14,2,78,52,5512,5252
24,61,1,21,14,3,47
10,8,0,65,50,75,58
34,77,3,26,47,1.56083188908146,0.140034662045061
8,74,3,98,48,0.364124958011421,0.576755122606651
75,53,3,7,71,0.842436149312377,-0.97328094302554
66,62,2,72,60,1032,8424
81,80,3,48,89,1.07657701711491,-0.329486552567237
48,13,2,39,7,1781,843
89,48,0,60,18,149,66
15,38,0,41,41,56,79
7,22,0,23,88,30,110
7,16,2,50,28,-98,996
82,85,2,79,9,5713,7453
34,46,3,50,93,0.536191586689389,-0.0773163512422639
64,68,0,77,96,141,164
46,42,1,78,53,-32,-11
28,73,3,45,10,0.936470588235294,1.41411764705882
10,88,3,4,24,3.63513513513513,0.189189189189189
12,30,2,15,91,-2550,1542
81,32,2,94,86,4862,9974
42,68,0,71,74,113,142
3,52,2,53,15,-621,2801
63,16,1,48,8,15,8
75,63,1,24,41,51,22
93,28,2,58,60,3714,7204
46,15,3,60,58,0.52125215393452,-0.253877082136703
58,94,3,90,92,0.837237382274813,0.188601787007969
48,62,1,34,16,14,46
62,19,2,13,12,578,991
58,7,1,53,56,5,-49
7,16,1,5,3,2,13
35,83,3,13,80,1.08007307048257,-0.261988126046582
36,63,2,52,41,-711,4752
73,68,2,71,52,1647,8624
33,46,2,47,23,493,2921
5,0,1,31,93,-26,-93
45,35,3,99,36,0.515004055150041,0.166261151662612
94,48,3,54,36,1.61538461538462,-0.188034188034188
59,50,1,18,75,41,-25
27,95,0,1,12,28,107
88,18,2,14,54,260,5004
63,27,3,60,94,0.508041170794468,-0.345931167577999
0,14,0,94,32,94,46
49,36,0,80,73,129,109
12,8,3,23,69,0.156521739130435,-0.121739130434783
14,89,1,34,32,-20,57
90,58,3,52,17,1.89308386234547,0.496491814233211
68,85,3,70,74,1.06495759444873,0.088473400154202
11,79,2,53,19,-918,4396
85,68,1,45,91,40,-23
23,86,0,66,81,89,167
3,87,3,20,54,1.43486127864897,0.475874547647768
13,46,1,99,68,-86,-22
38,28,2,11,17,-58,954
92,54,0,52,21,144,75
46,36,1,16,18,30,18
56,69,1,99,79,-43,-10
16,88,0,73,96,89,184
74,22,3,60,19,1.22645796516031,-0.0217116889674325
13,37,0,10,78,23,115
26,89,0,27,67,53,156
55,40,1,95,25,-40,15
48,23,1,65,43,-17,-20
69,5,2,82,25,5533,2135
56,30,0,27,89,83,119
15,99,0,57,19,72,118
77,78,3,44,90,1.03706656038262,-0.348545237146273
79,39,0,55,63,134,102
48,92,3,32,59,1.54583795782464,0.0248612652608213
69,42,3,40,51,1.16686503213521,-0.437752915972388
97,84,0,29,60,126,144
89,95,0,59,38,148,133
74,96,2,17,7,586,2150
79,31,1,22,40,57,-9
30,62,3,97,10,0.371227258386791,0.600904406351877
10,34,3,84,13,0.177439446366782,0.377301038062284
81,15,0,31,70,112,85
91,4,1,51,25,40,-21
80,24,3,30,45,1.18974358974359,-0.984615384615385
20,88,2,29,70,-5580,3952
21,96,1,81,87,-60,9
89,93,0,11,85,100,178
31,57,0,78,46,109,103
40,78,2,99,15,2790,8322
98,76,3,28,27,3.16986120290813,-0.342366159947125
10,68,0,46,87,56,155
56,66,1,65,51,-9,15
74,46,0,31,75,105,121
65,89,0,94,53,159,142
35,75,2,49,50,-2035,5425
71,8,3,78,43,0.741459725198538,-0.306189335686373
28,41,2,19,5,327,919
24,47,0,60,17,84,64
8,85,3,24,64,1.20547945205479,0.327054794520548
78,29,2,15,56,-454,4803
25,87,0,1,35,26,122
64,15,0,82,39,146,54
65,48,3,87,64,0.748135447921132,0.00137162451778826
99,13,3,19,5,5.04145077720207,-0.642487046632124
35,85,1,57,2,-22,83
7,64,0,82,18,89,82
10,1,3,40,44,0.125565610859729,-0.113122171945701
80,47,0,69,27,149,74
95,60,0,36,84,131,144
16,34,2,56,27,-22,2336
28,86,3,4,96,0.906412478336222,-0.253899480069324
23,49,3,35,15,1.06206896551724,0.944827586206896
59,16,2,41,19,2115,1777
41,51,2,51,96,-2805,6537
59,34,1,69,36,-10,-2
39,19,2,53,7,1934,1280
5,39,3,27,6,0.482352941176471,1.33725490196078
80,97,3,53,54,1.65554585152838,0.143406113537118
57,60,1,41,74,16,-14
53,38,3,88,29,0.671636575422248,0.210483401281305
79,89,2,24,79,-5135,8377
13,63,2,39,85,-4848,3562
30,39,2,87,56,426,5073
94,20,0,9,83,103,103
64,73,2,60,80,-2000,9500
10,38,0,91,14,101,52
47,34,3,34,15,1.5264301230992,0.326574945691528
51,75,0,60,72,111,147
63,56,1,95,67,-32,-11
12,32,1,78,71,-66,-39
50,32,0,28,32,78,64
18,19,2,60,92,-668,2796
55,10,1,71,86,-16,-76
27,65,2,52,97,-4901,5999
70,37,3,77,26,0.961695685087055,0.155791067373202
43,58,1,57,3,-14,55
11,64,2,27,52,-3031,2300
27,85,2,74,63,-3357,7991
1,9,0,86,11,87,20
99,59,3,19,94,0.807545938893117,-0.88996411873437
95,44,0,16,28,111,72
6,34,0,45,24,51,58
78,89,1,5,77,73,12
92,9,3,95,79,0.619088169789074,-0.420083846456177
86,4,0,19,81,105,85
89,8,3,21,21,2.30952380952381,-1.92857142857143
0,2,3,94,32,0.00649087221095335,0.0190669371196755
40,33,3,76,95,0.417201540436457,-0.0872913992297818
59,48,2,6,82,-3582,5126
26,14,0,49,44,75,58
81,94,1,3,63,78,31
53,6,0,17,42,70,48
30,34,1,86,46,-56,-12
82,27,1,5,1,77,26
17,65,0,28,11,45,76
11,50,1,61,63,-50,-13
29,33,2,79,29,1334,3448
35,42,0,27,52,62,94
4,87,2,6,61,-5283,766
10,82,2,99,62,-4094,8738
55,73,3,36,51,1.46343341031563,-0.0454195535026944
96,86,1,21,24,75,62
16,99,2,61,90,-7934,7479
90,99,2,64,63,-477,12006
41,73,1,73,57,-32,16
11,78,1,61,97,-50,-19
7,97,3,92,46,0.482608695652174,0.81304347826087
71,46,0,51,75,122,121
18,61,2,92,44,-1028,6404
92,96,3,12,26,4.39024390243903,-1.51219512195122
10,85,0,40,56,50,141
52,91,1,43,91,9,0
34,99,3,62,86,0.945017793594306,0.285943060498221
35,81,0,56,35,91,116
96,84,2,0,22,-1848,2112
48,92,2,86,31,1276,9400
33,75,2,30,72,-4410,4626
59,9,1,4,7,55,2
30,21,3,7,55,0.444046844502277,-0.488939492517892
89,98,2,96,85,214,16973
34,16,1,68,4,-34,12
71,86,1,45,28,26,58
99,83,1,76,8,23,75
13,56,0,42,24,55,80
5,13,1,70,65,-65,-52
22,88,2,9,11,-770,1034
41,68,3,66,12,0.782666666666667,0.888
93,64,0,44,78,137,142
56,96,0,15,68,71,164
74,51,1,96,26,-22,25
70,94,3,49,1,1.46711074104913,1.88842631140716
66,55,1,21,88,45,-33
25,41,3,60,55,0.566792452830189,0.16377358490566
18,29,2,34,22,-26,1382
61,7,0,79,85,140,92
34,54,3,88,65,0.543236694794887,0.212381986799231
31,30,0,41,7,72,37
21,44,1,5,0,16,44
76,95,3,95,93,0.908396514654294,0.110727622496322
41,81,0,21,99,62,180
58,51,1,30,9,28,42
59,52,1,5,81,54,-29
61,76,2,76,9,3952,6325
27,83,2,9,21,-1500,1314
66,10,2,17,37,752,2612
77,57,0,99,0,176,57
85,50,1,95,50,-10,0
19,26,2,21,45,-771,1401
96,17,2,0,6,-102,576
85,83,0,14,16,99,99
77,92,2,32,97,-6460,10413
58,33,1,26,94,32,-61
31,65,0,49,70,80,135
29,68,2,54,58,-2378,5354
79,18,1,29,41,50,-23
64,12,3,63,56,0.662068965517241,-0.398029556650246
16,22,3,27,5,0.718832891246684,0.681697612732096
24,63,3,54,43,0.840503672612802,0.497376705141658
26,70,1,76,73,-50,-3
92,14,0,26,65,118,79
37,69,1,5,35,32,34
44,9,3,17,16,1.63669724770642,-1.01100917431193
97,38,3,41,57,1.24604462474645,-0.805476673427992
7,55,3,33,11,0.690909090909091,1.43636363636364
65,25,3,35,88,0.498940796075371,-0.540194001560932
79,37,3,94,94,0.617021276595745,-0.223404255319149
61,50,2,68,11,3598,4071
26,80,1,76,5,-50,75
1,37,2,96,82,-2938,3634
83,40,2,53,49,2439,6187
96,5,3,57,2,1.68521364893944,0.0285889947740547
40,96,1,45,10,-5,86
52,33,1,2,51,50,-18
63,58,0,5,80,68,138
54,58,3,64,18,1.01809954751131,0.619909502262443
57,92,2,76,20,2492,8132
44,36,0,21,67,65,103
78,32,1,15,84,63,-52
85,32,2,45,23,3089,3395
2,10,1,99,70,-97,-60
42,22,0,52,93,94,115
11,75,0,11,35,22,110
1,22,1,13,61,-12,-39
96,14,1,55,68,41,-54
55,53,2,88,70,1130,8514
29,17,3,91,58,0.311292400171747,-0.0115929583512237
1,72,1,43,88,-42,-16
75,2,3,82,75,0.510162766215888,-0.442222042270629
97,63,2,19,7,1402,1876
98,84,0,25,38,123,122
82,95,2,58,93,-4079,13136
17,75,0,46,66,63,141
84,90,0,76,45,160,135
85,63,3,17,84,0.917222600408441,-0.826276378488768
25,56,2,70,17,798,4345
84,95,2,81,74,-226,13911
54,31,0,57,6,111,37
22,65,2,60,76,-3620,5572
49,29,0,72,28,121,57
90,3,3,11,7,5.94705882352941,-3.51176470588235
13,4,2,83,40,919,852
80,34,3,15,59,0.865083648138154,-1.13599568267674
40,0,2,4,24,160,960
75,97,3,56,97,1.08481466719809,-0.146911119968115
38,11,1,41,58,-3,-47
14,13,0,99,1,113,14
31,82,3,96,58,0.614626391096979,0.482829888712242
68,30,0,93,25,161,55
21,29,1,88,64,-67,-35
9,87,0,15,74,24,161
73,80,3,73,58,1.14678476935465,0.184746347636029
17,99,1,93,51,-76,48
66,42,2,40,68,-216,6168
29,45,2,59,88,-2249,5207
31,26,2,22,96,-1814,3548
75,67,1,58,19,17,48
77,67,3,48,64,1.2475,-0.2675
90,15,0,64,71,154,86
35,46,1,10,24,25,22
57,64,3,52,73,0.950578862193452,-0.1036972488485
7,69,3,62,23,0.462154127601189,0.941458952664075
24,72,0,81,55,105,127
4,50,3,97,5,0.067627729489082,0.511977952088192
55,48,0,37,66,92,114
61,38,2,50,2,2974,2022
43,3,2,77,60,3131,2811
22,88,3,80,17,0.486769322768725,0.996561518911646
1,17,0,1,55,2,72
38,80,3,33,30,1.83710407239819,0.754147812971342
33,22,1,51,19,-18,3
98,99,3,74,64,1.41955704137066,0.110112829084831
91,46,3,83,54,1.0236613972463,-0.111779704232534
19,49,1,29,18,-10,31
29,39,3,57,32,0.6789141118652,0.303065761759888
57,77,0,86,67,143,144
91,59,2,15,26,-169,3251
99,90,2,55,60,45,10890
8,75,0,23,89,31,164
96,3,2,44,27,4143,2724
60,23,2,80,71,3167,6100
30,73,2,13,53,-3479,2539
7,91,1,5,60,2,31
23,12,1,95,32,-72,-20
11,58,3,88,8,0.183401639344262,0.642418032786885
77,96,3,80,52,1.22495606326889,0.40377855887522
81,73,3,20,51,1.78040653115628,-0.890036654448517
25,23,1,0,26,25,-3
60,58,2,30,30,60,3540
49,97,1,76,72,-27,25
56,37,2,51,48,1080,4575
65,93,3,37,10,2.27025187202178,1.8999319264806
3,72,2,61,17,-1041,4443
37,13,1,8,98,29,-85
68,63,1,63,43,5,20
57,23,1,70,54,-13,-31
2,41,3,84,99,0.250756362342054,0.192560953906389
82,43,1,31,42,51,1
42,99,1,61,20,-19,79
44,68,1,25,65,19,3
94,52,1,73,55,21,-3
74,10,0,14,6,88,16
92,39,3,37,30,2.01586602027325,-0.580431908329661
13,51,1,56,27,-43,24
55,6,1,49,56,6,-50
9,92,1,73,33,-64,59
21,65,1,75,22,-54,43
39,66,0,33,50,72,116
88,90,2,49,72,-2168,10746
12,72,3,6,23,3.05840707964602,0.276106194690265
82,25,0,80,15,162,40
73,0,0,81,91,154,91
67,25,0,55,42,122,67
27,20,2,27,12,489,864
33,44,2,35,17,407,2101
13,89,1,66,35,-53,54
33,12,2,72,48,1800,2448
20,20,0,59,65,79,85
25,76,0,50,18,75,94
27,92,0,31,91,58,183
15,49,3,0,38,1.28947368421053,-0.394736842105263
67,22,2,37,37,1665,3293
70,39,1,94,94,-24,-55
35,39,0,16,70,51,109
50,23,3,25,28,1.34421575585522,-0.585521646557842
81,3,0,20,66,101,69
21,27,3,74,98,0.278514588859416,-0.00397877984084881
80,41,2,13,52,-1092,4693
31,90,1,13,4,18,86
61,3,0,24,78,85,81
35,71,0,82,55,117,126
96,77,3,11,51,1.83063923585599,-1.48750918442322
40,53,0,41,40,81,93
3,44,3,37,13,0.44408322496749,1.0331599479844
54,64,1,17,65,37,-1
95,55,3,30,77,1.03748718699663,-0.829550446624689
0,97,0,61,74,61,171
84,46,3,62,86,0.815302491103203,-0.388967971530249
58,75,0,64,32,122,107
90,65,3,66,32,1.4907063197026,0.262081784386617
17,99,2,29,22,-1685,3245
30,42,1,31,42,-1,0
76,36,1,9,22,67,14
63,52,3,52,74,0.870904645476772,-0.239364303178484
67,90,3,39,95,1.05850559453821,-0.270718755926418
75,88,1,32,15,43,73
36,0,3,71,19,0.473158089596446,-0.126619770455387
94,75,2,74,78,1106,12882
43,89,1,8,72,35,17
27,31,3,63,55,0.486988847583643,0.0669144981412639
1,25,3,49,98,0.208163265306122,0.0938775510204082
70,13,1,49,56,21,-43
77,24,1,97,67,-20,-43
6,62,3,77,56,0.433976833976834,0.48957528957529
36,81,2,26,71,-4815,4662
45,71,0,64,96,109,167
72,26,3,48,22,1.44476327116212,-0.12051649928264
65,93,2,22,99,-7777,8481
32,54,2,99,94,-1908,8354
78,47,1,29,75,49,-28
60,10,3,22,20,1.71945701357466,-1.10859728506787
42,6,1,27,10,15,-4
99,0,2,63,65,6237,6435
33,17,2,45,49,652,2382
18,10,0,6,90,24,100
99,51,2,27,34,939,4743
27,83,2,50,53,-3049,5581
99,67,0,70,93,169,160
14,74,1,42,17,-28,57
44,27,0,78,0,122,27
84,19,3,69,2,1.22434417628541,0.2398740818468
89,88,0,61,53,150,141
29,87,2,7,88,-7453,3161
1,94,0,13,48,14,142
12,14,0,57,52,69,66
35,91,3,34,47,1.62466567607727,0.430609212481426
82,9,3,0,45,0.2,-1.82222222222222
37,48,2,46,65,-1418,4613
60,0,1,38,32,22,-32
14,73,1,79,2,-65,71
29,43,2,20,4,408,976
39,6,3,71,10,0.550282046294495,0.00700252869091616
91,64,3,89,97,0.825562608193883,-0.18066935949221
15,8,2,26,13,286,403
70,87,2,64,43,739,8578
10,76,1,45,3,-35,73
86,89,0,22,31,108,120
65,42,1,73,28,-8,14
11,0,2,46,86,506,946
30,2,1,0,64,30,-62
12,70,1,3,13,9,57
79,24,1,63,95,16,-71
80,41,1,4,53,76,-12
37,98,2,87,18,1455,9192
73,27,0,23,32,96,59
44,65,1,59,28,-15,37
76,93,2,55,53,-749,9143
35,48,0,25,44,60,92
24,86,2,8,31,-2474,1432
77,52,1,21,77,56,-25
97,2,3,64,20,1.38967971530249,-0.403024911032029
38,22,2,29,83,-724,3792
71,92,2,37,27,143,5321
28,2,1,14,90,14,-88
14,19,0,2,41,16,60
43,36,1,58,45,-15,-9
90,7,2,5,44,142,3995
58,23,0,83,84,141,107
87,65,3,1,73,0.90656660412758,-1.17936210131332
97,61,2,52,38,2726,6858
63,75,2,95,29,3810,8952
63,99,0,47,47,110,146
32,21,1,88,48,-56,-27
33,99,0,19,32,52,131
24,3,3,80,87,0.156131433889326,-0.132292934354642
40,59,0,51,6,91,65
22,74,3,62,76,0.726403326403326,0.303118503118503
59,47,2,78,98,-4,9448
96,10,0,22,77,118,87
21,61,1,44,69,-23,-8
2,49,2,65,41,-1879,3267
43,29,2,67,89,300,5770
40,15,3,9,7,3.57692307692308,-1.11538461538462
25,14,1,70,50,-45,-36
1,30,0,75,47,76,77
14,78,0,12,95,26,173
2,92,3,37,38,1.26910771418415,1.18307856381088
1,68,2,27,74,-5005,1910
6,48,2,55,42,-1686,2892
36,14,1,34,43,2,-29
44,31,0,65,44,109,75
56,21,0,23,55,79,76
42,1,2,44,42,1806,1808
3,84,3,0,87,0.96551724137931,-0.0344827586206897
24,98,1,53,34,-29,64
90,23,2,92,73,6601,8686
46,95,3,97,74,0.772052401746725,0.390393013100437
49,9,2,70,5,3385,875
44,64,3,8,96,0.7,-0.4
70,17,0,19,13,89,30
10,66,2,49,93,-5648,4164
79,69,3,32,75,1.15852007820725,-0.55903143329824
46,8,1,74,90,-28,-82
71,51,0,87,41,158,92
29,21,3,14,81,0.311824774308125,-0.304129051354151
68,19,1,36,39,32,-20
87,49,0,61,13,148,62
40,88,0,73,88,113,176
89,52,3,96,1,0.93262449820983,0.531951828143648
28,62,3,23,65,0.983172065628944,-0.0828775767774506
62,26,2,57,48,2286,4458
10,46,1,99,26,-89,20
57,79,2,88,80,-1304,11512
27,75,1,64,67,-37,8
70,15,1,79,77,-9,-62
93,69,1,1,78,92,-9
30,3,0,45,92,75,95
95,88,0,6,32,101,120
60,20,3,39,83,0.475624256837099,-0.499405469678954
98,42,1,67,39,31,3
6,55,2,62,77,-3863,3872
8,68,3,41,65,0.803928208601422,0.384016254656282
14,93,2,22,0,308,2046
56,39,0,78,21,134,60
12,4,1,86,43,-74,-39
9,13,3,35,11,0.340267459138187,0.264487369985141
98,57,0,11,50,109,107
82,43,0,97,93,179,136
83,51,1,47,37,36,14
78,64,1,84,94,-6,-30
7,46,1,87,12,-80,34
57,63,2,77,29,2562,6504
46,10,3,89,49,0.44409998062391,-0.13214493315249
35,98,0,37,30,72,128
43,61,3,20,11,2.93857965451056,1.43378119001919
10,75,2,20,97,-7075,2470
89,46,1,38,39,51,7
47,47,2,1,94,-4371,4465
76,25,3,9,0,8.44444444444444,2.77777777777778
72,7,0,22,38,94,45
64,53,1,85,97,-21,-44
70,69,2,9,29,-1371,2651
89,94,1,92,13,-3,81
40,44,1,6,72,34,-28
58,59,0,59,47,117,106
76,87,1,94,23,-18,64
22,65,1,69,26,-47,39
21,75,3,60,45,0.824,0.632
33,21,2,9,84,-1467,2961
89,80,2,37,19,1773,4651
90,90,2,37,0,3330,3330
16,52,3,3,92,0.570282072465479,-0.155316888941343
18,93,3,59,32,0.896337402885682,1.09012208657048
53,58,2,9,57,-2829,3543
13,56,1,15,70,-2,-14
50,49,2,82,90,-310,8518
35,74,1,67,49,-32,25
80,71,2,56,42,1498,7336
26,27,2,92,32,1528,3316
10,46,0,7,69,17,115
18,56,1,98,37,-80,19
30,99,2,45,27,-1323,5265
69,65,1,90,35,-21,30
83,93,0,11,86,94,179
37,76,2,94,17,2186,7773
17,73,2,1,38,-2757,719
99,65,2,44,99,-2079,12661
19,45,3,12,78,0.60019267822736,-0.151252408477842
24,57,2,0,86,-4902,2064
21,27,3,39,20,0.707444039562728,0.329515877147319
21,32,3,66,11,0.388206388206388,0.42014742014742
57,98,2,38,33,-1068,5605
67,36,3,67,40,0.973723107242569,-0.0440137953686977
6,82,2,5,55,-4480,740
72,33,3,10,38,1.27849740932643,-1.55829015544041
51,95,1,84,76,-33,19
96,43,3,72,54,1.14,-0.257777777777778
57,48,1,11,40,46,8
15,73,3,52,92,0.671203438395416,0.216332378223496
72,96,2,97,63,936,13848
41,27,1,28,50,13,-23
56,38,1,55,53,1,-15
14,16,0,10,31,24,47
50,22,1,75,11,-25,11
68,98,0,68,95,136,193
16,66,3,56,73,0.675014766686356,0.298641464855286
41,84,3,98,87,0.659523670878705,0.271647353403599
57,67,1,27,3,30,64
47,88,1,40,36,7,52
45,5,3,49,26,0.758856028599285,-0.300617484562886
43,72,0,40,18,83,90
57,38,1,52,60,5,-22
61,14,2,75,94,3259,6784
8,59,2,79,34,-1374,4933
31,34,0,36,79,67,113
12,83,3,15,85,0.971140939597315,0.0302013422818792
7,18,0,75,97,82,115
7,78,2,31,78,-5867,2964
22,60,1,95,82,-73,-22
57,86,2,7,36,-2697,2654
65,94,2,0,2,-188,130
20,42,1,92,71,-72,-29
82,41,2,70,25,4715,4920
49,28,0,64,84,113,112
15,17,1,50,70,-35,-53
14,72,3,82,98,0.502449779519843,0.277560019598236
15,30,1,16,30,-1,0
34,9,0,77,79,111,88
62,24,1,17,51,45,-27
19,73,1,78,82,-59,-9
23,97,1,55,97,-32,0
2,99,3,67,38,0.65666610483735,1.1051744480027
75,11,2,31,93,1302,7316
68,73,1,58,44,10,29
40,90,1,26,56,14,34
2,10,1,38,29,-36,-19
93,6,3,68,96,0.498554913294798,-0.615606936416185
22,69,0,17,27,39,96
6,66,0,86,6,92,72
89,26,3,28,61,0.905216426193119,-1.04350721420644
94,93,2,2,94,-8554,9022
22,68,1,90,15,-68,53
69,24,0,54,28,123,52
39,82,2,51,99,-6129,8043
40,29,2,36,94,-1286,4804
58,81,2,48,57,-1833,7194
69,83,3,1,69,1.21713565728685,-0.982360352792944
68,12,1,59,39,9,-27
34,91,0,79,46,113,137
29,40,3,82,35,0.475279909422569,0.284941502075733
81,42,2,79,46,4467,7044
95,2,3,2,45,0.137999014292755,-2.10497782158699
94,8,1,71,21,23,-13
28,61,1,64,14,-36,47
96,4,3,21,84,0.313725490196078,-1.06442577030812
50,8,2,64,34,2928,2212
20,97,2,14,66,-6122,2678
57,40,1,43,88,14,-48
80,25,2,42,62,1810,6010
13,68,1,36,47,-23,21
71,95,2,47,4,2957,4749
55,63,0,53,88,108,151
57,44,2,56,77,-196,6853
70,78,2,68,1,4682,5374
8,28,1,75,89,-67,-61
20,22,2,12,19,-178,644
23,29,3,1,92,0.317897223862965,-0.246544595392794
18,56,0,10,57,28,113
31,58,2,20,90,-4600,3950
61,51,3,77,32,0.910254566374227,0.284050050337984
34,90,1,51,2,-17,88
81,51,2,15,79,-2814,7164
70,8,3,49,33,1.05845272206304,-0.549570200573066
2,91,0,13,99,15,190
58,57,0,27,24,85,81
73,67,3,99,22,0.845989304812834,0.488770053475936
97,42,0,43,71,140,113
48,55,2,96,24,3288,6432
79,91,0,69,7,148,98
87,40,3,67,64,0.977169481654048,-0.336400698893419
92,29,3,69,18,1.35103244837758,0.0678466076696165
33,9,1,61,0,-28,9
64,99,0,24,64,88,163
46,40,2,47,98,-1758,6388
43,93,2,34,94,-7280,7204
55,61,2,9,31,-1396,2254
61,60,0,32,46,93,106
42,32,3,34,63,0.672,-0.304
81,39,1,85,52,-4,-13
